# Maze size:               2x2
# strategy               = sparse
# epsilon                = 0
# discount               = 0.5
# episodes               = 100
# transitions            = 1000
# min training length    = 239
# max training length    = 1000
# training length factor = 1.1
# training length incr.  = 10
# L1 coefficient         = 0.0001
# max tree size          = 10000
# feature complexity     = 2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME
# 
# 
# 
# Episode	training_length	feature_n	utree_size	episode_mean_reward
# 
48 	555	173	0	0.25
53 	555	173	0	0.25
47 	555	172	0	0.25
51 	555	172	0	0.25
50 	555	175	0	0.25
52 	555	176	0	0.25
55 	555	175	0	0.25
54 	555	172	0	0.25
56 	555	142	0	0.25
57 	555	172	0	0.25
58 	555	174	0	0.25
59 	555	174	0	0.25
68 	555	146	0	0.25
61 	555	176	0	0.25
62 	555	174	0	0.25
60 	555	174	0	0.25
65 	555	171	0	0.25
64 	555	173	0	0.25
66 	555	174	0	0.25
67 	555	173	0	0.25
69 	555	174	0	0.25
70 	555	171	0	0.25
63 	555	172	0	0.25
71 	555	169	0	0.25
73 	555	176	0	0.25
72 	555	172	0	0.25
76 	555	169	0	0.25
78 	555	174	0	0.25
79 	555	176	0	0.25
80 	555	174	0	0.25
77 	555	174	0	0.25
74 	555	176	0	0.25
75 	555	176	0	0.25
82 	555	173	0	0.25
81 	555	175	0	0.25
85 	555	174	0	0.25
84 	555	175	0	0.25
83 	555	174	0	0.25
89 	555	175	0	0.25
91 	555	174	0	0.25
87 	555	173	0	0.25
94 	555	174	0	0.25
86 	555	175	0	0.25
88 	555	174	0	0.25
93 	555	173	0	0.25
92 	555	173	0	0.25
90 	555	173	0	0.25
95 	555	166	0	0.25
97 	555	175	0	0.25
98 	555	173	0	0.25
99 	555	172	0	0.25
1 	620	174	0	0.25
96 	555	176	0	0.25
100 	555	174	0	0.25
5 	620	175	0	0.25
2 	620	175	0	0.25
3 	620	176	0	0.25
4 	620	172	0	0.25
7 	620	173	0	0.25
9 	620	174	0	0.25
6 	620	171	0	0.25
10 	620	174	0	0.25
8 	620	173	0	0.25
16 	620	172	0	0.25
11 	620	176	0	0.25
14 	620	175	0	0.25
13 	620	175	0	0.25
21 	620	176	0	0.25
12 	620	175	0	0.25
20 	620	176	0	0.25
19 	620	175	0	0.25
15 	620	172	0	0.25
22 	620	175	0	0.25
24 	620	169	0	0.25
17 	620	174	0	0.25
23 	620	174	0	0.25
18 	620	175	0	0.25
25 	620	173	0	0.25
28 	620	120	0	0.25
30 	620	171	0	0.25
26 	620	175	0	0.25
27 	620	176	0	0.25
29 	620	175	0	0.25
32 	620	173	0	0.25
33 	620	174	0	0.25
35 	620	172	0	0.25
34 	620	174	0	0.25
31 	620	173	0	0.25
38 	620	174	0	0.25
40 	620	175	0	0.25
36 	620	174	0	0.25
42 	620	175	0	0.25
37 	620	175	0	0.25
41 	620	175	0	0.25
45 	620	172	0	0.25
46 	620	176	0	0.25
43 	620	175	0	0.25
47 	620	173	0	0.25
44 	620	173	0	0.25
39 	620	175	0	0.25
49 	620	170	0	0.25
50 	620	169	0	0.25
48 	620	174	0	0.25
51 	620	172	0	0.25
54 	620	173	0	0.25
53 	620	174	0	0.25
52 	620	176	0	0.25
56 	620	171	0	0.25
58 	620	148	0	0.25
55 	620	170	0	0.25
62 	620	169	0	0.249
57 	620	172	0	0.25
60 	620	174	0	0.25
65 	620	175	0	0.25
61 	620	170	0	0.25
59 	620	176	0	0.25
66 	620	174	0	0.25
71 	620	173	0	0.25
64 	620	175	0	0.25
63 	620	172	0	0.25
70 	620	146	0	0.25
69 	620	172	0	0.25
67 	620	175	0	0.25
72 	620	176	0	0.25
73 	620	172	0	0.25
68 	620	175	0	0.25
75 	620	175	0	0.25
74 	620	176	0	0.25
78 	620	175	0	0.25
80 	620	174	0	0.25
76 	620	170	0	0.25
81 	620	173	0	0.25
77 	620	175	0	0.25
84 	620	174	0	0.25
82 	620	175	0	0.25
79 	620	174	0	0.25
89 	620	174	0	0.25
86 	620	175	0	0.25
88 	620	175	0	0.25
90 	620	174	0	0.25
83 	620	175	0	0.25
85 	620	172	0	0.25
95 	620	165	0	0.25
94 	620	175	0	0.25
93 	620	174	0	0.25
87 	620	174	0	0.25
91 	620	174	0	0.25
96 	620	174	0	0.25
97 	620	176	0	0.25
92 	620	174	0	0.25
98 	620	175	0	0.25
99 	620	174	0	0.25
1 	692	174	0	0.25
100 	620	175	0	0.25
2 	692	174	0	0.25
3 	692	176	0	0.25
4 	692	176	0	0.25
5 	692	173	0	0.25
6 	692	174	0	0.25
10 	692	168	0	0.25
7 	692	173	0	0.25
11 	692	176	0	0.25
8 	692	172	0	0.25
12 	692	176	0	0.25
17 	692	176	0	0.25
9 	692	175	0	0.25
18 	692	148	0	0.25
16 	692	173	0	0.25
14 	692	176	0	0.25
